Gene	Gene_hs	gene_length_hs	exon_length_gencode_v25_hs	Gene_sum_all	Gene_mean_all	Gene_sum0_all	Gene_mean0_all	Gene_var_all	Gene_cv_all
Psmb7	PSMB7	61979	1787	20911	2.097392176529589	2982	0.2990972918756269	5.642535078402023	1.1325502756773491
Psmb9	PSMB9	15450	3072	159	0.015947843530591775	9868	0.9897693079237713	0.03615852070203992	11.923489161479733
Psmc1	PSMC1	18935	6161	8105	0.8129388164493481	5671	0.5688064192577733	1.7183399430913868	1.6124887073795213
Psmc2	PSMC2	25142	3538	18812	1.8868605817452357	3209	0.32186559679037113	4.981079219200383	1.1828288606901498
Psmc3	PSMC3	7705	2276	29349	2.943731193580742	2050	0.20561685055165496	8.629093509840384	0.9978940605202667
Psmc5	PSMC5	4875	4490	26966	2.704714142427282	2654	0.2661985957873621	10.24282058735138	1.183282416513353
Psmd1	PSMD1	115964	5187	22106	2.2172517552657975	2884	0.2892678034102307	6.978576858069444	1.1914297098371724
Psmd2	PSMD2	10346	5453	18322	1.8377131394182549	3171	0.3180541624874624	4.605017540332906	1.1677178631663787
Psmd3	PSMD3	17164	4964	8185	0.820962888665998	5290	0.5305917753259779	1.4030914591502464	1.4428442899346343
Psmd7	PSMD7	9514	2740	30542	3.0633901705115347	2273	0.2279839518555667	11.47336116082222	1.1057145330133855
Psmd9	PSMD9	29567	8774	4026	0.4038114343029087	7076	0.7097291875626881	0.5685881397829762	1.867326609600854
Psmd11	PSMD11	39058	7200	12750	1.2788365095285859	3967	0.3978936810431294	2.3892902501264452	1.2087025239724623
Psmd12	PSMD12	28712	5364	13e3	1.3039117352056169	4281	0.42938816449348044	2.9811563288521397	1.3241713320931208
Psmd13	PSMD13	16439	4767	14100	1.4142427281845538	3714	0.3725175526579739	2.832699120533433	1.1900803092010763
Psme3	PSME3	19374	5152	2695	0.2703109327983952	7994	0.8018054162487462	0.4061101450605201	2.3575358640402024
Pthlh	PTHLH	14622	3377	2949	0.2957873620862588	9659	0.9688064192577733	6.949214873027145	8.912268376430442
Ptn	PTN	116524	1713	100310	10.061183550651956	2025	0.20310932798395184	158.39108015188106	1.250881841630743
Ptpn1	PTPN1	74921	4041	4422	0.443530591775326	7043	0.7064192577733199	0.7209055796137535	1.9143247464535833
Ptpn4	PTPN4	224188	12486	637	0.06389167502507523	9512	0.954062186559679	0.1151871805606407	5.311996742818633
Ptpn9	PTPN9	116039	8632	1753	0.17582748244734203	8599	0.8624874623871615	0.24824700805194197	2.8337090272512957
Ptpn11	PTPN11	91563	7017	9177	0.9204613841524574	5770	0.5787362086258776	2.4070544565786838	1.685533484213084
Ptprb	PTPRB	121575	14542	2870	0.28786359077231694	9093	0.912036108324975	2.6570199111729806	5.662531957515438
Ptprc	PTPRC	118612	8371	194	0.01945837512537613	9877	0.9906720160481445	0.07545642243210722	14.11697135866869
Ptprg	PTPRG	736046	14629	6851	0.6871614844533601	7020	0.7041123370110332	2.4282532520824582	2.267713473020814
Ptprj	PTPRJ	190284	9620	3139	0.3148445336008024	8401	0.8426278836509529	0.9462035318514477	3.0895563809035274
Ptprn2	PTPRN2	1048731	4833	11680	1.1715145436308927	6549	0.6568706118355065	6.476949556664779	2.1723888891688903
Ptprr	PTPRR	282771	5142	2241	0.22477432296890673	8487	0.8512537612838516	0.4380861412605757	2.944645775655206
Ptprz1	PTPRZ1	188948	9917	10612	1.064393179538616	7055	0.7076228686058175	8.805161959949464	2.7878319520464507
Pvalb	PVALB	18796	1050	2669	0.26770310932798397	9579	0.9607823470411234	5.671030233845281	8.895647513709932
Nectin1	NECTIN1	105675	7701	4853	0.4867602808425276	7026	0.7047141424272818	0.8970561096470272	1.945784194003974
Abcd3	ABCD3	100212	7519	14229	1.4271815446339018	4379	0.4392176529588766	3.6747551210155693	1.3431823638765517
Aldh18a1	ALDH18A1	50778	3766	1568	0.15727181544633903	8895	0.8921765295887663	0.28261588859265124	3.380238835338953
Pcyt2	PCYT2	10500	6897	30081	3.017151454363089	3515	0.35255767301905716	20.83379146366776	1.5128192602541088
Pygm	PYGM	13909	4981	619	0.062086258776328986	9547	0.9575727181544634	0.12323890117538895	5.654294413057188
Rab3b	RAB3B	82809	12844	6425	0.6444332998996991	8106	0.8130391173520561	7.293661956880774	4.190779799000085
Rad51	RAD51	37566	3046	284	0.02848545636910732	9762	0.9791374122367101	0.05275455215078479	8.063188049622093
Rad51d	RAD51D	29315	11304	1947	0.19528585757271816	8693	0.8719157472417252	0.37865166368802466	3.1510053565798373
Rap1a	RAP1A	174474	5532	24309	2.4382146439317953	4352	0.43650952858575726	15.644542102584209	1.6222190342495562
Rap1gap	RAP1GAP	73149	5755	7074	0.7095285857572718	6070	0.6088264794383149	1.3996182951502718	1.667381229781488
Rarres1	RARRES1	35805	2236	163	0.016349047141424274	9892	0.9921765295887663	0.05801335192255471	14.732333225145135
Rarres2	RARRES2	3358	1921	1159	0.11624874623871614	9579	0.9607823470411234	1.0213930888864808	8.693770668316114
Rasa1	RASA1	124044	5232	9545	0.9573721163490472	6033	0.6051153460381143	2.938196724791689	1.7904395420434316
Rasgrf2	RASGRF2	269485	10702	6915	0.6935807422266801	7919	0.7942828485456369	5.173526849985206	3.2794146130446125
Rbl1	RBL1	99647	5954	389	0.03901705115346038	9717	0.9746238716148445	0.08103344037529381	7.295880228985624
Rbp1	RBP1	22396	3905	1063	0.10661985957873621	9435	0.9463390170511534	0.38997523214643437	5.857069891472709
Rcn2	RCN2	22774	10019	10190	1.0220661985957873	5395	0.541123370110331	2.7558577025086697	1.6242368857356149
Rcvrn	RCVRN	9302	2921	NA	NA	NA	NA	NA	NA
Rdh5	RDH5	4339	2983	390	0.03911735205616851	9761	0.979037111334002	0.1168366167818331	8.738160906209579
Nf2	NF2	95043	7170	9021	0.90481444332999	5622	0.5638916750250752	2.2807371759173596	1.6690836246016512
Rel	REL	50090	11255	303	0.030391173520561685	9761	0.979037111334002	0.06277374605509778	8.244067763778679
Renbp	RENBP	9428	2057	256	0.025677031093279838	9786	0.9815446339017051	0.05110108135621631	8.803801424487418
Upf1	UPF1	36299	8600	1621	0.1625877632898696	8805	0.8831494483450351	0.2868337080657159	3.2940276258668355
Rfc1	RFC1	78920	6713	8176	0.8200601805416249	5755	0.5772316950852557	1.700991871189856	1.590396438895464
Rfc3	RFC3	148510	2874	2649	0.26569709127382146	8414	0.8439317953861585	0.6144215473182513	2.950165764280203
Rfx1	RFX1	45502	5465	1127	0.11303911735205617	9047	0.9074222668004012	0.15443925315921686	3.47656287884498
Rgs1	RGS1	4305	4117	527	0.05285857572718154	9898	0.992778335005015	1.2016394353086342	20.738227259080695
Rgs2	RGS2	3245	2096	14074	1.4116349047141423	6219	0.6237713139418255	11.091849769390425	2.3592806240085107
Rgs7	RGS7	581717	2575	4473	0.4486459378134403	7962	0.7985957873620863	1.5712916762123061	2.7939888270778885
Rgs12	RGS12	146886	13536	3954	0.3965897693079238	8681	0.8707121364092277	8.29068954279832	7.260287516666826
Rgs16	RGS16	5786	2427	3461	0.34714142427281847	8445	0.8470411233701103	1.4430277390502333	3.4604366160372733
Rit2	RIT2	372465	1425	15003	1.50481444332999	6395	0.6414242728184554	9.727783018027901	2.0726405303863022
Rnf2	RNF2	57245	4073	4721	0.4735205616850552	7424	0.7446339017051153	1.135470902626628	2.2503452996334934
Rnaseh1	RNASEH1	13824	2865	1571	0.1575727181544634	8694	0.8720160481444333	0.2174193258881872	2.9591572600091887
Rnh1	RNH1	12789	7374	6475	0.6494483450351053	6625	0.664493480441324	1.5170851605875908	1.896532833225646
Abce1	ABCE1	31248	6265	7163	0.7184553660982949	6353	0.6372116349047141	1.665633886311357	1.7963459576450265
Robo1	ROBO1	1170576	10875	3324	0.3334002006018054	7991	0.8015045135406219	0.7330502290299528	2.5680354234186873
Ros1	ROS1	137556	7856	NA	NA	NA	NA	NA	NA
Rpa1	RPA1	70381	5492	4211	0.42236710130391175	7429	0.7451354062186559	0.8434559270146682	2.174408384792225
Mrpl12	MRPL12	4170	1028	7959	0.7982948846539619	5759	0.5776328986960882	1.7052232935138045	1.6357889941789527
Rpn1	RPN1	61106	3992	12910	1.2948846539618857	4104	0.41163490471414244	2.7387941736735937	1.2780522631239375
Rpn2	RPN2	63214	2819	14396	1.4439317953861586	3582	0.3592778335005015	2.78033482532058	1.1547869572506348
Rreb1	RREB1	144384	17254	1752	0.1757271815446339	9030	0.905717151454363	0.6397959652857661	4.551785677705216
Rxra	RXRA	123488	10814	1114	0.11173520561685055	9056	0.9083249749247744	0.15162272855279652	3.484914451255494
S100a3	S100A3	2044	955	46	0.004613841524573721	9931	0.9960882647943832	0.006197990098291665	17.06328975489733
S100a5	S100A5	4619	784	NA	NA	NA	NA	NA	NA
S100a8	S100A8	1157	1006	NA	NA	NA	NA	NA	NA
S100a9	S100A9	3174	577	NA	NA	NA	NA	NA	NA
S100a10	S100A10	11476	1543	5137	0.5152457372116349	8410	0.843530591775326	3.6894555770833417	3.727921299790784
Safb	SAFB	45444	7036	14215	1.4257773319959879	3703	0.3714142427281846	2.892925591902601	1.1929353990846407
Sall1	SALL1	15393	5660	4497	0.45105315947843533	7947	0.7970912738214644	1.4094306291328595	2.6320499284025876
Satb1	SATB1	100202	13409	6063	0.6081243731193581	7606	0.762888665997994	3.342154872683051	3.006220801099037
Atxn2	ATXN2	147463	13933	9024	0.9051153460381144	5186	0.520160481444333	1.7614845137277617	1.4663427166313252
Clec11a	CLEC11A	2390	1469	455	0.04563691073219659	9630	0.9658976930792377	0.08007174296487618	6.200452755370763
Scn9a	SCN9A	180809	10364	3715	0.37261785356068206	8515	0.854062186559679	1.5157713586139099	3.30410004214145
Ccl2	CCL13	2159	851	2317	0.23239719157472416	9774	0.9803410230692077	11.993433213674528	14.901873934024014
Ccl3	CCL3L3	1890	1469	2297	0.23039117352056168	9781	0.9810431293881645	13.392897128540804	15.884422483358442
Ccl5	CCL5	9303	1512	14	0.0014042126379137413	9959	0.9988966900702106	0.002606113052770509	36.35496646216277
Ccl12	CCL2	1986	1986	1420	0.1424272818455366	9836	0.9865596790371113	4.562719757225333	14.997494506017794
Ccl17	CCL17	11296	620	138	0.013841524573721163	9847	0.9876629889669007	0.01706187878511651	9.436903151495745
Ccl24	CCL24	11692	617	801	0.08034102306920762	9855	0.9884653961885657	1.2928725890782993	14.152739277322842
Xcl1	XCL1	5605	1367	NA	NA	NA	NA	NA	NA
Cx3cl1	CX3CL1	12591	5983	21326	2.1390170511534605	6308	0.6326980942828485	24.801617250185704	2.328229319017799
Sdc1	SDC1	24637	3595	298	0.02988966900702106	9725	0.9754262788365096	0.045249561504253966	7.116821639076235
Sdc2	SDC2	118430	4536	4958	0.49729187562688065	7468	0.7490471414242729	1.6150493410213587	2.555533234740266
Sdhb	SDHB	35449	2462	36601	3.67111334002006	1848	0.18535606820461384	15.218836457209926	1.0626565712666172
Sdhc	SDHC	61084	14160	10160	1.0190571715145436	5631	0.5647943831494483	2.689776220023296	1.6093834287034097
Selp	SELP	41345	3490	35	0.003510531594784353	9939	0.9968906720160482	0.004501668311182921	19.112339888851647
Selplg	SELPLG	11683	2494	235	0.02357071213640923	9872	0.9901705115346038	0.09022578820823994	12.743614881793624
Selenow	SELENOW	6115	5261	15614	1.566098294884654	7173	0.7194583751253761	13.599853668740197	2.354767868078428
Sfrp1	SFRP1	47540	4761	1489	0.1493480441323972	9057	0.9084252758274824	0.4017073690728117	4.243804411219874
Sfrp4	SFRP4	119764	3606	143	0.014343029087261785	9843	0.9872617853560682	0.01855240714620539	9.496405572013446
Sfrp5	SFRP5	5202	1836	45	0.004513540621865597	9934	0.9963891675025075	0.006499838566758557	17.862158129194547
Sftpc	SFTPC	7567	3188	NA	NA	NA	NA	NA	NA
Sftpd	SFTPD	44875	1321	NA	NA	NA	NA	NA	NA
Sh3bgrl	SH3BGRL	96605	2304	10804	1.0836509528585758	5680	0.5697091273821464	3.56848581656294	1.7432214864580264
Sh3bp2	SH3BP2	48076	13968	640	0.0641925777331996	9413	0.9441323971915747	0.08134384093196431	4.443012365734047
Itsn1	ITSN1	257460	21748	5112	0.5127382146439318	6863	0.6883650952858575	0.92375185542584215	1.8744850239929738
St6gal1	ST6GAL1	148068	9151	2038	0.20441323971915748	8412	0.8437311935807422	0.30328075207667343	2.694098082785765
St8sia1	ST8SIA1	373269	14483	2283	0.22898696088264794	8677	0.8703109327983952	0.5587544155185992	3.2643726526604
Stil	STIL	64009	7291	159	0.015947843530591775	9848	0.9877632898696088	0.027130533943087162	10.328261006253236
Slc5a2	SLC5A2	7859	4468	NA	NA	NA	NA	NA	NA
Slc6a1	SLC6A1	46524	4904	18809	1.8865596790371113	5678	0.5695085255767302	40.47113040395135	3.372112998772593
Slc34a2	SLC34A2	23448	4699	NA	NA	NA	NA	NA	NA
Slc18a2	SLC18A2	38338	4125	9705	0.973420260782347	9083	0.9110330992978937	34.9698020231826	6.074998924659829
Slit1	SLIT1	187883	9103	1457	0.1461384152457372	9054	0.9081243731193581	0.3133791081339112	3.8306337141808315
Slit3	SLIT3	639396	14260	788	0.079037111334002	9367	0.939518555667001	0.12134805459612863	4.407429254313004
Slpi	SLPI	2326	596	389	0.03901705115346038	9690	0.9719157472417251	0.06638803963299267	6.603747804083658
Smarca2	SMARCA2	178406	17300	16583	1.6632898696088265	4198	0.42106318956870614	6.053632670506251	1.4792449317950582
Smarcb1	SMARCB1	47554	2481	7637	0.7659979939819458	6038	0.6056168505516549	1.7397004032460508	1.7219066361068238
Smarcc2	SMARCC2	26585	8555	9958	0.9987963891675025	5019	0.5034102306920762	2.168520970676097	1.4743644464506158
Smarcd3	SMARCD3	39133	5198	3579	0.35897693079237714	7955	0.7978936810431294	0.7850558295409852	2.4682192286012334
Snapc1	SNAPC1	34072	2656	2807	0.2815446339017051	7897	0.7920762286860582	0.40231760584190124	2.2528758769430994
Snapc2	SNAPC2	2935	2000	1213	0.12166499498495487	8961	0.8987963891675025	0.16064002017085463	3.294285482926829
Sncb	SNCB	10473	2006	7869	0.7892678034102307	7295	0.7316950852557673	4.211480755839592	2.600117793222096
Snapc4	SNAPC4	23221	5045	1578	0.15827482447342026	8882	0.8908726178535606	0.2796912756526174	3.3413934681592274
Sncg	SNCG	4643	1247	11112	1.114543630892678	9010	0.9037111334002006	37.248990989419255	5.475958927737278
Snrpa1	SNRPA1	13773	3669	4594	0.46078234704112336	6982	0.7003009027081244	0.7426187077633744	1.8701959417328664
Snta1	SNTA1	35938	2342	1621	0.1625877632898696	8890	0.8916750250752257	0.32174192353366654	3.488718838973399
Snx2	SNX2	55113	4254	9299	0.9326980942828486	5211	0.5226680040120361	1.9221426844481684	1.4864548492308052
Soat1	SOAT1	64967	7005	1472	0.14764292878635907	8992	0.9019057171514544	0.289965855033251	3.647210072306742
Sod3	SOD3	10931	2128	262	0.026278836509528586	9795	0.9824473420260782	0.05949593187225433	9.28191319555357
Sorl1	SORL1	181491	19449	17546	1.7598796389167501	5412	0.5428284854563691	12.41700791007791	2.0022832401912525
Sox4	SOX4	5851	5852	15868	1.5915747241725176	6206	0.6224674022066199	15.287681038903653	2.456652750676229
Sp2	SP2	32808	3598	868	0.08706118355065195	9360	0.9388164493480441	0.16876626468833728	4.718655290977939
Sp4	SP4	86789	6234	3505	0.35155466399197594	7966	0.7989969909729188	0.7811015049361144	2.5139745294860942
Uap1	UAP1	38337	3437	5163	0.5178535606820461	7166	0.7187562688064193	1.2628470324203627	2.1700433381623827
Spag4	SPAG4	5158	2240	100	0.010030090270812437	9877	0.9906720160481445	0.011334837092277937	10.614579635227248
Spi1	SPI1	23717	2069	40	0.004012036108324975	9937	0.9966900702106319	0.006002559790918548	19.310939993969665
Sptan1	SPTAN1	81105	16226	25847	2.592477432296891	3888	0.38996990972918755	16.912151249616034	1.5862967793224496
Sptbn1	SPTBN1	215161	18504	56821	5.699197592778335	1865	0.18706118355065196	57.40885681419823	1.329461408133973
Sqle	SQLE	23787	4305	17452	1.7504513540621867	4005	0.4017051153460381	5.99349212247033	1.3985884050723691
Srp19	SRP19	8567	3598	18713	1.8769307923771315	3047	0.30561685055165494	4.255792364554794	1.0991120171284217
Srpr	SRPRA	6226	4167	5044	0.5059177532597794	6661	0.6681043129388164	0.7828418951306725	1.7488683178163673
Trim21	TRIM21	8800	1929	179	0.017953861584754264	9838	0.9867602808425275	0.029871226680341957	9.626505340598081
Ssb	SSB	20132	5113	26504	2.6583751253761285	2378	0.23851554663991975	8.581846291205848	1.1019809864196142
Ssr1	SSR1	79141	11349	18015	1.8069207622868606	3670	0.36810431293881646	5.210685371391535	1.2633052971319343
Ssr2	SSR2	11912	6651	10849	1.0881644934804413	4508	0.4521564694082247	2.0340559143575776	1.310650485363106
Stac	STAC	167664	4396	414	0.04152457372116349	9695	0.9724172517552658	0.08073114921049637	6.842509114058351
Stat6	STAT6	36732	7298	455	0.04563691073219659	9635	0.9663991975927784	0.0744543289815278	5.979002549531822
Stc1	STC1	12893	4149	281	0.02818455366098295	9733	0.9762286860581745	0.03842713817045479	6.955171758219891
Nek4	NEK4	62501	6391	1157	0.1160481444332999	8988	0.9015045135406219	0.14472186747824978	3.2781504259238137
Strn	STRN	122833	8345	3325	0.33350050150451355	7909	0.7932798395185556	0.6767088807801678	2.4666324844250704
Stx5a	STX5	25192	2257	5794	0.5811434302908726	6148	0.6166499498495487	0.8523277123979018	1.5886198033541847
Stxbp1	STXBP1	81177	9408	25307	2.5383149448345037	5177	0.5192577733199599	24.89817069827196	1.9657949418779244
Supt5	SUPT5H	40515	8568	7612	0.7634904714142428	6308	0.6326980942828485	1.9926081383884824	1.8488740570622926
Supv3l1	SUPV3L1	28868	4283	1136	0.11394182547642928	9181	0.9208625877632899	0.20388826223881798	3.9628984090253314
Surf1	SURF1	4943	1761	8197	0.8221664994984955	5910	0.5927783350050151	1.8180059387712741	1.6399774332093977
Suv39h1	SUV39H1	13459	3368	1587	0.15917753259779338	8935	0.8961885656970913	0.31942875471635085	3.5506285084395697
Sycp1	SYCP1	140568	4338	NA	NA	NA	NA	NA	NA
Syk	SYK	96763	5210	143	0.014343029087261785	9848	0.9877632898696088	0.019555516786089033	9.749756504399146
Syp	SYP	12462	5215	21761	2.1826479438314945	5994	0.6012036108324975	20.391052070847913	2.0688839297084485
T	T	11045	2629	NA	NA	NA	NA	NA	NA
Tac1	TAC1	8565	1888	9897	0.9926780341023069	8954	0.8980942828485456	65.7077405453395	8.165820984435879
Adam17	ADAM17	67307	5491	5777	0.5794383149448346	6995	0.70160481444333	1.4093274003976017	2.0487960992192664
Tagln	TAGLN	5462	3917	2536	0.25436308926780343	9686	0.9715145436308926	8.139325429392802	11.216054620435381
Tal1	TAL1	15931	5700	622	0.06238716148445336	9615	0.9643931795386158	0.16663609043601868	6.543186626085331
Tapbp	TAPBP	14694	5056	2036	0.20421263791374122	8385	0.8410230692076228	0.292529147277322	2.6485120746748545
Tbcc	TBCC	1616	1616	1933	0.19388164493480442	8454	0.8479438314944835	0.2656461811958093	2.6583679530063375
Tbp	TBP	18569	2318	1967	0.19729187562688064	8427	0.8452357071213641	0.2733400421949971	2.6499789671130607
Tcf3	TCF3	43316	6080	1892	0.1897693079237713	8714	0.8740220661985958	0.35880795159075385	3.156494636508399
Gcfc2	GCFC2	58990	5465	853	0.08555667001003009	9248	0.9275827482447342	0.1177670940396674	4.011050284300702
Nfe2l2	NFE2L2	165103	5979	3157	0.31664994984954864	8273	0.8297893681043129	0.8485641597276532	2.909128592386774
Tcf21	TCF21	6416	4551	NA	NA	NA	NA	NA	NA
Tdgf1	TDGF1	51989	2985	13	0.001303911735205617	9960	0.9989969909729187	0.0021048298873951577	35.18522292317773
Tead1	TEAD1	269893	10279	1721	0.17261785356068204	8778	0.8804413239719158	0.30895021306270093	3.2200197652829208
Tmbim6	TMBIM6	57210	6186	30887	3.0979939819458373	2028	0.20341023069207623	11.498571559799268	1.094564544917157
Tfap2a	TFAP2A	26474	8245	36	0.0036108324974924774	9942	0.9971915747241725	0.00540375263618119	20.358247400058602
Tfap2e	TFAP2E	21959	2189	NA	NA	NA	NA	NA	NA
Tfap2c	TFAP2C	9982	3005	NA	NA	NA	NA	NA	NA
Tfap4	TFAP4	15890	7867	266	0.026680040120361084	9780	0.9809428284854563	0.0558634877448073	8.858854015180306
Tff1	TFF1	4313	551	NA	NA	NA	NA	NA	NA
Tff3	TFF3	3985	1168	NA	NA	NA	NA	NA	NA
Tfr2	TFR2	22364	5065	408	0.040922768304914744	9619	0.9647943831494483	0.052292457671942495	5.587975868915399
Tfrc	TFRC	55007	7887	8603	0.862888665997994	5636	0.565295887662989	2.0011604781241106	1.639404768647663
Tg	TG	267945	11132	32	0.0032096288866599798	9941	0.9970912738214643	0.0038015138805925245	19.20982773312955
Tgfa	TGFA	106914	4963	3507	0.3517552657973922	7921	0.7944834503510532	0.7558826645449439	2.471647797184138
Tgfb2	TGFB2	98385	5151	3807	0.3818455366098295	8596	0.8621865596790371	2.1572187824381968	3.8464436811440414
Tgfb3	TGFB3	24893	4914	615	0.06168505516549649	9586	0.9614844533600803	0.14034142753267326	6.073135730688423
Lefty2	LEFTY2	4892	2392	114	0.011434302908726178	9879	0.9908726178535607	0.018527082903842432	11.904024976255501
Tgfbr2	TGFBR2	87641	4704	852	0.08545636910732196	9576	0.960481444332999	0.30907725684828585	6.50562593195023
Tgfbr3	TGFBR3	225993	8705	779	0.07813440320962889	9497	0.9525576730190571	0.21548132208844406	5.941040546824824
Thbs2	THBS2	38265	6397	334	0.033500501504513544	9781	0.9810431293881645	0.12266133338323729	10.454482312146444
Thrsp	THRSP	4491	1174	3534	0.35446339017051154	8580	0.8605817452357071	1.729494069529282	3.7101216664256826
Tiam1	TIAM1	441557	9216	2923	0.29317953861584756	8625	0.8650952858575727	1.2073463946861145	3.747850750153287
Timp2	TIMP2	72411	5633	29718	2.9807422266800403	3866	0.38776328986960884	24.72929105301661	1.6683279010112988
Tjp1	TJP1	269498	11265	5234	0.524974924774323	7279	0.7300902708124373	1.4489197756777201	2.2928920578277716
Icam5	ICAM5	6798	3906	5581	0.5597793380140421	8436	0.8461384152457372	3.639569817889822	3.4080673072451773
Sec62	SEC62	31739	7928	75967	7.619558676028085	451	0.04523570712136409	44.17433905689382	0.8722785889064952
Tspan4	TSPAN4	24309	5841	1157	0.1160481444332999	9088	0.9115346038114343	0.17983070487417713	3.654211858611553
Gpr137b	GPR137B	79361	2309	580	0.058174523570712136	9549	0.9577733199598797	0.10294500715507944	5.51530848731328
Lbr	LBR	27424	5257	4487	0.45005015045135405	7547	0.7569709127382146	1.1352818712934873	2.367505192710318
Cldn5	CLDN5	4522	3429	2502	0.2509528585757272	9474	0.9502507522567704	2.6945647454953887	6.541120724306155
Tnni1	TNNI1	26099	7524	1017	0.10200601805416248	9272	0.9299899699097292	0.2085725629089093	4.47716184770992
Top1	TOP1	95670	3738	28012	2.80962888665998	2090	0.20962888665997995	8.548768745800043	1.0406455349739447
Tpd52l1	TPD52L1	145359	7595	2860	0.2868605817452357	8448	0.8473420260782347	0.75590116723930445	3.0308303894084054
Tpd52l2	TPD52L2	26318	4694	10177	1.0207622868605817	4611	0.4624874623871615	1.734848250237723	1.2903458518253528
Tpp2	TPP2	82956	6752	6872	0.6892678034102306	6049	0.6067201604814443	1.301570032597542	1.6551820882106034
Nr2c2	NR2C2	106017	11821	6811	0.6831494483450351	6132	0.6150451354062186	1.3333402655554183	1.690264908963762
Hsp90b1	HSP90B1	23539	4688	84928	8.518355065195587	608	0.06098294884653962	58.40597261742093	0.8971661755925788
Trpc1	TRPC1	83815	4768	928	0.09307923771313942	9296	0.9323971915747242	0.1610615375064908	4.3116460567584145
Tssc1	TSSC1	188958	5775	4530	0.4543630892678034	7009	0.7030090270812437	0.7276291709917595	1.8773792229728203
Phlda2	PHLDA2	1183	955	NA	NA	NA	NA	NA	NA
Tsta3	TSTA3	5431	3622	3431	0.34413239719157473	7767	0.779037111334002	0.6305829817670486	2.3075204743120397
Ttc1	TTC1	56431	1938	12633	1.2671013039117351	4613	0.46268806419257774	2.938279589495742	1.3528050672438532
Dnajc3	DNAJC3	117851	5591	6427	0.6446339017051154	6143	0.616148445336008	1.247862164082779	1.7328866933219031
Ttc3	TTC3	129888	15883	120660	12.102306920762286	2007	0.20130391173520562	300.55889727563675	1.4325066003079936
Nkx2-1	NKX2-1	4758	3165	357	0.0358074222668004	9763	0.9792377131394182	0.09892835291912452	8.783898958580464
Ttk	TTK	38641	4579	308	0.030892678034102308	9772	0.9801404212637914	0.0656520267996285	8.29408555475589
Tufm	TUFM	3998	2302	6019	0.6037111334002006	6402	0.6421263791374122	1.1081615696724036	1.7437023686714328
Tulp1	TULP1	15065	2958	NA	NA	NA	NA	NA	NA
Tulp2	TULP2	17769	2240	58	0.005817452357071214	9916	0.9945837512537613	0.0065866774765061566	13.950840192803762
Tnfsf4	TNFSF4	23580	3942	NA	NA	NA	NA	NA	NA
Tnfrsf4	TNFRSF4	2813	1721	106	0.010631895687061183	9877	0.9906720160481445	0.013529242557645853	10.940219474452515
Txk	TXK	67864	3472	NA	NA	NA	NA	NA	NA
Uba7	UBA7	8740	4545	98	0.00982948846539619	9882	0.9911735205616851	0.012141309071159715	11.20990262179066
Ube2d2a	UBE2D2	102003	3556	12414	1.245135406218656	4245	0.42577733199598794	2.7098895643697065	1.3220844996601795
Ube2g1	UBE2G1	97370	4539	7378	0.7400200601805417	5695	0.5712136409227683	1.2677432035297387	1.5215006873515198
Sumo1	SUMO1	32429	2164	39646	3.976529588766299	2191	0.2197592778335005	20.66792134855766	1.143257822856458
Ucn	UCN	1046	795	6	6.018054162487463e-4	9964	0.9993981945837512	6.015035778415595e-4	40.75332194730711
Ucp2	UCP2	8641	3237	264	0.026479438314944835	9762	0.9791374122367101	0.04504056859111793	8.014808749964567
Ucp3	UCP3	9155	3684	22	0.0022066198595787363	9948	0.9977933801404213	0.0022019715481080616	21.26563370736687
Scgb1a1	SCGB1A1	18093	582	2	2.0060180541624874e-4	9968	0.9997993981945837	2.0058168285576965e-4	70.60099113925044
Ugdh	UGDH	29557	4045	2904	0.2912738214643932	8342	0.8367101303911735	0.7916682538336245	3.0547112282171325
Umod	UMOD	23250	3409	NA	NA	NA	NA	NA	NA
Upp1	UPP1	20106	4577	71	0.00712136409227683	9915	0.9944834503510531	0.011485041944974256	15.048842690050858
Uqcrc1	UQCRC1	11975	3236	14049	1.4091273821464394	4599	0.461283851554664	4.9953023781948716	1.586100262338691
Usf2	USF2	10844	4952	6089	0.6107321965897693	6871	0.6891675025075226	1.5733024029456208	2.0537864641901065
Usp1	USP1	15508	4263	2180	0.21865596790371114	8392	0.8417251755265798	0.36085163907813317	2.7472805144954693
Vav2	VAV2	230711	5682	49	0.004914744232698095	9927	0.9956870611835507	0.006094811669435028	15.884707548174193
Vbp1	VBP1	42815	2018	33845	3.3946840521564696	1852	0.18575727181544635	11.729553441143976	1.00888433558405
Vegfa	VEGFA	16304	14431	4436	0.44493480441323974	7717	0.7740220661985958	1.392543806562631	2.652210889564198
Vgf	VGF	3085	2704	7289	0.7310932798395186	7662	0.7685055165496489	7.199725256620499	3.6701614569542547
Vim	VIM	9335	5158	5896	0.5913741223671013	8519	0.8544633901705115	6.539397951100769	4.324207910365411
Vip	VIP	8968	1584	17544	1.759679037111334	9526	0.9554663991975928	511.57710813250276	12.85352039333664
Vipr2	VIPR2	116784	5222	118	0.011835506519558676	9873	0.990270812437312	0.017113392539943033	11.053026393417245
Vrk1	VRK1	134419	2744	2614	0.2621865596790371	8031	0.8055165496489468	0.4093333667367838	2.440215317045111
Vsnl1	VSNL1	117893	3833	37354	3.7466399197592777	5985	0.6003009027081244	69.3375476414196	2.222502624583474
